电视公告,#genre#
青海卫视,http://115.171.216.91:4000/udp/225.1.8.157:8184
海南卫视,http://115.171.216.91:4000/udp/225.1.8.158:8304
宁夏卫视,http://115.171.216.91:4000/udp/225.1.8.159:8124
西藏卫视,http://115.171.216.91:4000/udp/225.1.8.160:8164
新疆卫视,http://115.171.216.91:4000/udp/225.1.8.161:8160
甘肃卫视,http://115.171.216.91:4000/udp/225.1.8.162:8188
厦门卫视,http://115.171.216.91:4000/udp/225.1.8.166:4120
兵团卫视,http://115.171.216.91:4000/udp/225.1.8.167:4120
山东教育卫视,http://115.171.216.91:4000/udp/225.1.8.190:4120
三沙卫视,http://115.171.216.91:4000/udp/225.1.8.78:4120
江西卫视,http://115.171.216.91:4000/udp/225.1.1.9:8164

数字电视,#genre#

中央新影-老故事,http://60.255.240.247:8090/live/lgs_2000.m3u8
中央新影-中学生,http://60.255.240.247:8090/live/zxs_4000.m3u8
中央新影-发现之旅,http://60.255.240.247:8090/live/fxzl_2000.m3u8
CHC高清电影,http://60.255.240.247:8090/live/lnwsCHC-HDH265_4000.m3u8
CHC动作电影,http://60.255.240.247:8090/live/wqCHCdzdyH265_4000.m3u8
CHC家庭影院,http://60.255.240.247:8090/live/jbtygqCHCjtyyH265_4000.m3u8
重温经典,http://60.255.240.247:8090/live/CWJD_4000.m3u8
新视觉,http://60.255.240.247:8090/live/ycxsjH265_4000.m3u8
动漫秀场,http://60.255.240.247:8090/live/yybb-dmxc-H265_4000.m3u8
都市剧场,http://60.255.240.247:8090/live/yxfydsjcHDH265_4000.m3u8
法治天地,http://60.255.240.247:8090/live/fztx_4000.m3u8
纪实科教,http://60.255.240.247:8090/live/bjjs_2000.m3u8
嘉佳卡通,http://60.255.240.247:8090/live/jjkt_2000.m3u8
家庭理财,http://60.255.240.247:8090/live/jtlc_4000.m3u8
财富天下,http://60.255.240.247:8090/live/cftx_4000.m3u8
金鹰纪实,http://60.255.240.247:8090/live/jyjsHDH265_4000.m3u8
金鹰卡通,http://60.255.240.247:8090/live/jykt_2000.m3u8
劲爆体育,http://60.255.240.247:8090/live/lqhxjcHDH265_4000.m3u8
卡酷少儿,http://60.255.240.247:8090/live/kkkt_4000.m3u8
快乐垂钓,http://60.255.240.247:8090/live/fyzqklcdHDH265_4000.m3u8
梨园频道,http://60.255.240.247:8090/live/ly_4000.m3u8
魅力足球,http://60.255.240.247:8090/live/mlyy_4000.m3u8
生活时尚,http://60.255.240.247:8090/live/shssH265_4000.m3u8
四海钓鱼,http://60.255.240.247:8090/live/shdy_4000.m3u8
天元围棋,http://60.255.240.247:8090/live/tywq_2000.m3u8
武术世界,http://60.255.240.247:8090/live/wssj_4000.m3u8
先锋乒羽,http://60.255.240.247:8090/live/xfpy_4000.m3u8
证劵服务,http://60.255.240.247:8090/live/jz_2000.m3u8
中国天气,http://60.255.240.247:8090/live/zgqx_4000.m3u8

CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8

//01中央广播电视总台
央广购物,https://playlive.cnrmall.com/live/cnrxp2019_1200.m3u8
聚鲨环球精选,
环球奇观
中国交通,http://tvbox6.icu/tv/gdmzyd.php?id=96

CCTV中视购物,https://stream1.freetv.fun/da8cfcd62e10ee127bc82543e5a8c7a91e9cfe0239803a8a91f7f5ef2f621985.m3u8 
CCTV卫生健康
CCTV风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8
CCTV风云足球,http://183.11.239.36:808/hls/133/index.m3u8
CCTV风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
CCTV高尔夫·网球
CCTV央视文化精品,http://tvbox6.icu/tv/iptv2.php?id=30
CCTV风云音乐,http://tvbox6.icu/tv/iptv2.php?id=33
CCTV第一剧场,http://tvbox6.icu/tv/iptv2.php?id=31
CCTV怀旧剧场,http://tvbox6.icu/tv/iptv2.php?id=26
CCTV风云剧场,http://tvbox6.icu/tv/iptv2.php?id=32
CCTV世界地理,http://tvbox6.icu/tv/iptv2.php?id=28
CCTV电视指南,http://tvbox6.icu/tv/gdmzyd.php?id=109
CCTV兵器科技,http://tvbox6.icu/tv/iptv2.php?id=29
CCTV女性时尚
CCTV央视台球

//02电影卫星频道节目制作中心

CHC影迷电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcymdy
CHC动作电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcdzdy
CHC家庭影院,http://php.jdshipin.com/TVOD/iptv.php?id=chcjtyy

CHC高清电影,http://27.17.111.252:8118/udp/239.69.1.241:11088
CHC动作电影,http://27.17.111.252:8118/udp/239.69.1.242:11094
CHC家庭影院,http://27.17.111.252:8118/udp/239.69.1.243:11100

CHC动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
CHC家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8
CHC影迷电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8
CHC影迷电影,http://149.88.85.102:1354/cqyx.php?id=chcgq
CHC动作电影,http://149.88.85.102:1354/cqyx.php?id=chcdz
CHC家庭影院,http://149.88.85.102:1354/cqyx.php?id=chcjt
CHC影迷电影,http://tvbox6.icu/tv/iptv2.php?id=88
CHC影迷电影,http://[2001:250:5800:1005::155]:80/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8
CHC动作电影,http://[2001:250:5800:1005::155]:80/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/index.m3u8
CHC家庭影院,http://[2001:250:5800:1005::155]:80/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8



//03中国广播电视网络集团有限公司（每日健身、体育赛事、重温经典）
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8$北方广电
重温经典,http://36.108.172.237:10097/stream/channelid/1129822714
重温经典,http://36.108.172.237:10005/stream/channelid/1658622386
重温经典,http://111.160.17.2:59901/tsfile/live/0001_20.m3u8

//04中央新闻纪录电影制片厂(集团)老故事
中央新影-老故事,http://tvbox6.icu/tv/migu.php?id=lgs$咪咕854
中央新影-老故事,http://tvbox6.icu/tv/bj3w.php?id=63$北京全网通
//05北京科学教育电影制片厂（中学生、发现之旅）
中央新影-中学生,http://tvbox6.icu/tv/migu.php?id=zxs$咪咕1280
中央新影-发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl$咪咕1280
中央新影-发现之旅,http://tvbox6.icu/tv/bj3w.php?id=62$北京全网通

//06中国教育电视台（早期教育）
//07中国气象局（中国天气）
中国天气,http://tvbox6.icu/tv/gdmzyd.php?id=100

//08中国艺术档案学会（书画、音像世界）
书画,http://tvbox6.icu/tv/bj3w.php?id=64$北京全网通

//09中国健康教育中心（百姓健康）
//10北京广播电视台（优优宝贝、车迷、中华特产、四海钓鱼、环球旅游、生态环境）
优优宝贝,http://tvbox6.icu/tv/bj3w.php?id=22$北京全网通
车迷频道,
中华特产,http://tvbox6.icu/tv/gdmzyd.php?id=114
四海钓鱼,
环球旅游,

优购物,http://tvbox6.icu/tv/bj3w.php?id=42$北京全网通
足球
新动漫
家庭理财,
东方财经,
动漫秀场,http://tvbox6.icu/tv/gdmzyd.php?id=83
游戏风云,
乐游,
法治天地,
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
都市剧场,http://tvbox6.icu/tv/gdmzyd.php?id=99
欢笑剧场,http://tvbox6.icu/tv/gdmzyd.php?id=98
金色学堂
新视觉,http://tvbox6.icu/tv/gdmzyd.php?id=97
财富天下,http://tvbox6.icu/tv/bj3w.php?id=52$北京全网通
求索纪录4K,http://tvbox6.icu/tv/gdmzyd.php?id=104
家家购物,http://tvbox6.icu/tv/bj3w.php?id=39$北京全网通
风尚购物
陶瓷
收藏天下
文物宝库,http://live.dxhmt.cn:9080/19903718786/503136115d714e6796389709a5c74f77.m3u8
国学
精彩影视
茶
汽摩,http://tvbox6.icu/tv/gdmzyd.php?id=105
天元围棋,http://tvbox6.icu/tv/sxg.php?id=86
睛彩青少
晴采竞技,http://webmail.axxe.top:4022/udp/239.3.1.125:8001$北京联通组播
晴彩竞技,http://122.232.188.43:1883/udp/233.50.202.26:5140
晴彩篮球,http://122.232.188.43:1883/udp/233.50.202.27:5140
晴彩广场舞,http://122.232.188.43:1883/udp/233.50.202.29:5140
晴彩羽毛球,http://122.232.188.43:1883/udp/233.50.202.28:5140
爱家购物,http://tvbox6.icu/tv/bj3w.php?id=54$北京全网通
七彩戏剧,http://tvbox6.icu/tv/sxg.php?id=82
河北杂技,
佰乐购
东北戏曲
之江纪录
居家购物
南方购物,http://tvbox6.icu/tv/gdmzyd.php?id=113
岭南戏曲
现代教育,http://tvbox6.icu/tv/gdmzyd.php?id=102
宜和购物

//系列
上海第一财经,http://tvbox6.icu/tv/migu.php?id=dycj$咪咕854
上视纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw$咪咕1280
上海外语,http://tvbox6.icu/tv/migu.php?id=shics$咪咕854
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd$咪咕1280
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty$咪咕1280
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq$咪咕1280
乐游,http://tvbox6.icu/tv/migu.php?id=ly$咪咕1280
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc$咪咕1280
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj$咪咕1280
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy$咪咕1280
四海钓鱼,http://tvbox6.icu/tv//migu.php?id=shdy$咪咕1280

魅力时尚,http://tvbox6.icu/tv/gdmzyd.php?id=110
热播剧场,http://tvbox6.icu/tv/gdmzyd.php?id=111
中国气象,http://tvbox6.icu/tv/iptv2.php?id=87

网络电视,#genre#

iHOT精彩影视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000063
iHOT爱电竞,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
iHOT爱谍战,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
iHOT爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
iHOT爱经典,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000037
iHOT爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
iHOT爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
iHOT爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
iHOT爱历史,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
iHOT爱旅行,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000056
iHOT爱奇谈,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000058
iHOT爱青春,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
iHOT爱赛车,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000055
iHOT爱体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000060
iHOT爱玩具,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000053
iHOT爱喜剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
iHOT爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
iHOT爱幼教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000049
iHOT爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034

??香港澳门,#genre#
//01香港卫视集团拥有6个卫星频道和1个网络电视台 香港卫视精品台也已开播，科教台、文化台正在积极筹备中。
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv
亚洲卫视,http://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
//02凤凰卫视现拥有中文台、资讯台、欧洲台、美洲台、电影台和香港台等6个电视频道

凤凰资讯,http://cdn5.1678520.xyz/live/live1.1.php?id=fhzx
凤凰中文,http://cdn3.1678520.xyz/live/live1.1.php?id=fhzw
凤凰中文,http://60.255.240.247:8090/live/test1_4000.m3u8
凤凰资讯,http://60.255.240.247:8090/live/test2_4000.m3u8

凤凰资讯,http://ali.hlspull.yximgs.com/live/_pa_chong_bo___fenghuang.flv
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰中文,http://211.72.65.236:8577/.m3u8
凤凰资讯,http://211.72.65.236:8576/.m3u8

凤凰中文,http://8.138.7.223/tv/gdmzyd.php?id=4$梅州移动

凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8$浙江移动内网
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8$浙江移动内网

凤凰资讯台,http://121.205.69.190:8848/rtp/239.61.2.183:9086
凤凰中文台,http://121.205.69.190:8848/rtp/239.61.2.184:9092

//03香港电视广播有限公司(TVB)
//免费频道 翡翠台、Plus、无线新闻台、明珠台、凤凰香港台

TVBJ1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
TVB Plus,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2

翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
TVB星河,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
无线新闻台,http://ali.hlspull.yximgs.com/live/9c54a164d1ee6d0693947649a2560d0d.flv

18台,http://ali.hlspull.yximgs.com/live/tboxprovhxqcvfhoeqfqhdoqqqyhcvxclqhqotqyq9qssqfdqcvhthofsqqhyx18.flv
天映频道,http://ali.hlspull.yximgs.com/live/tboxproqeqcxlvofbqbvnqqsfqvbhfhcvxcvqsqbcvqfdvqsfcbqbnqtypq.flv 
天映经典,http://ali.hlspull.yximgs.com/live/tboxprovcnydsqfqsetqqfcvbcdtsqqfvxcvsqnmbnlqqhqqnmyhsqqftydq.flv 
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=2&hq

//电影台、为食台、娱乐新闻台、新闻台、新闻2台、无线剧集台、无线精选台、无线经典台、无线生活台、无线儿童台、音乐台、生活2台、神州新闻台、 Super9985 、资讯台

//其它频道TVB8、TVB星河频道
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
//04ViuTV是香港电视娱乐有限公司
VIUTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv

//05香港电台（Radio Television Hong Kong），英文简称：RTHK，中文简称：港台
RTHK31,mitv://135.148.104.228:19806/c7cd517a9e5b44a9b6037c90f998627f$mitv源
RTHK32,mitv://135.148.104.228:19806/8ef4a2b7bac54aba8b17dfd2071df91f$mitv源

amc电影台,https://stream1.freetv.fun/amcdian-ying-1.m3u8 
ANIMAX,https://stream1.freetv.fun/animax-1.m3u8

//06星空卫视
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视国际,http://13457610200.8866.org:2018/live/星空国际/index.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
Channel[V],P2p://generationnexxxt.com:19806/b0e9c93b93a140df812f05eb754072a0$P2P源

//07now宽频电视

//08天映频道（英语：Celestial Movies）是香港天映娱乐有限公司的付费电视旗舰频道
天映经典,http://ali.hlspull.yximgs.com/live/tboxprovcnydsqfqsetqqfcvbcdtsqqfvxcvsqnmbnlqqhqqnmyhsqqftydq.flv
天映频道,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8

//网络电视台
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
香港环球卫视,rtmp://live.pyscripter.com/HKgstv_com/www_hkgstv_com?auth_key=6001723702257-0-0-1a56ccd327477eb45e7da54c8be2a6b5
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

//一组

翡翠台,http://8.138.7.223/tv/gdmzyd.php?id=1$梅州移动
TVB星河,http://8.138.7.223/tv/gdmzyd.php?id=2$梅州移动
明珠台,http://8.138.7.223/tv/gdmzyd.php?id=3$梅州移动

//澳门电视台
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,http://219.137.203.101:8081/hls/22/index.m3u8
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视葡文台,http://61.244.22.5/ch2/ch2.live/playelist.m3u8
澳视卫星台,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
澳视体育台,http://61.244.22.5/ch4/ch4.live/playelist.m3u8
澳视资讯台,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8
澳视高清台,http://61.244.22.5/ch6/hd_ch6.live/playerlist.m3u8
莲花卫视,http://php.jdshipin.com:8880/amlh.php
澳视澳门台,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
澳亚卫视台,http://8.138.7.223/tv/gdmzyd.php?id=5
澳视澳门台,http://8.138.7.223/tv/gdmzyd.php?id=6

??台湾专区,#genre#

GOODTV好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
GOOD2,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8

探索频道,http://61.221.215.25:8800/hls/1/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音乐欣赏1,http://61.221.215.25:8800/hls/49/index.m3u8
音乐欣赏2,http://61.221.215.25:8800/hls/58/index.m3u8

民視第壹,http://37.27.111.214:8080/live/4/hls.m3u8
民視台灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
CMUSIC音樂,http://37.27.111.214:8080/live/72/hls.m3u8
博斯運動1,http://37.27.111.214:8080/live/14/hls.m3u8
TVBS歡樂,http://37.27.111.214:8080/live/24/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
三立,http://37.27.111.214:8080/live/31/hls.m3u8
民視灣,http://37.27.111.214:8080/live/5/hls.m3u8
龍華日韓,http://37.27.111.214:8080/live/42/hls.m3u8
龍華戲劇,http://37.27.111.214:8080/live/41/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
中視經典,http://37.27.111.214:8080/live/47/hls.m3u8
中視青采,http://37.27.111.214:8080/live/48/hls.m3u8
環宇灣,http://37.27.111.214:8080/live/63/hls.m3u8
公視戲劇,http://37.27.111.214:8080/live/87/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
全球財經,http://37.27.111.214:8080/live/64/hls.m3u8
華視新聞,http://37.27.111.214:8080/live/8/hls.m3u8
互動英語,http://37.27.111.214:8080/live/54/hls.m3u8
Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
LOVE NATURE,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK ACTION,http://37.27.111.214:8080/live/94/hls.m3u8
TECH STORM,http://37.27.111.214:8080/live/80/hls.m3u8
劇3,http://37.27.111.214:8080/live/111/hls.m3u8
哆啦A夢,http://37.27.111.214:8080/live/107/hls.m3u8
劇2,http://37.27.111.214:8080/live/109/hls.m3u8
鏡新聞,http://37.27.111.214:8080/live/62/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
劇,http://37.27.111.214:8080/live/108/hls.m3u8
探案,http://37.27.111.214:8080/live/11/hls.m3u8
DW NEWS,http://37.27.111.214:8080/live/46/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
電影,http://37.27.111.214:8080/live/11/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
華視,http://37.27.111.214:8080/live/8/hls.m3u8
影迷,http://37.27.111.214:8080/live/92/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
超人,http://37.27.111.214:8080/live/110/hls.m3u8
綜藝,http://37.27.111.214:8080/live/67/hls.m3u8
影劇,http://37.27.111.214:8080/live/88/hls.m3u8
旅遊,http://37.27.111.214:8080/live/82/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
KOREA,http://37.27.111.214:8080/live/52/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
momo,http://37.27.111.214:8080/live/3/hls.m3u8
LUXE,http://37.27.111.214:8080/live/86/hls.m3u8
MTV,http://37.27.111.214:8080/live/25/hls.m3u8
MCE,http://37.27.111.214:8080/live/98/hls.m3u8
VOA,http://37.27.111.214:8080/live/45/hls.m3u8
elta生活旅遊,http://37.27.111.214:8080/live/85/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
靖洋戲居,http://37.27.111.214:8080/live/17/hls.m3u8
靖天電影,http://37.27.111.214:8080/live/18/hls.m3u8
環宇財經,http://37.27.111.214:8080/live/65/hls.m3u8
智林體育,http://37.27.111.214:8080/live/77/hls.m3u8
東森購物,http://37.27.111.214:8080/live/66/hls.m3u8
人間衛視,http://37.27.111.214:8080/live/101/hls.m3u8
八大綜合,http://37.27.111.214:8080/live/21/hls.m3u8
幸福空間,http://37.27.111.214:8080/live/26/hls.m3u8
東森購物,http://37.27.111.214:8080/live/61/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
動畫,http://37.27.111.214:8080/live/57/hls.m3u8
TV5 MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
PET CLUB,http://37.27.111.214:8080/live/81/hls.m3u8
FESTIVAL,http://37.27.111.214:8080/live/83/hls.m3u8
動漫2,http://37.27.111.214:8080/live/106/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
動漫,http://37.27.111.214:8080/live/105/hls.m3u8
nickjr,http://37.27.111.214:8080/live/22/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
居家,http://37.27.111.214:8080/live/26/hls.m3u8
GOOD2,http://37.27.111.214:8080/live/99/hls.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8   

人间卫视,http://211.72.65.236:8502/.m3u8
HBO,http://211.72.65.236:8503/.m3u8
人间卫视,http://211.72.65.236:8506/.m3u8
大爱,http://211.72.65.236:8507/.m3u8
民视HD,http://211.72.65.236:8504/.m3u8
HBO,http://211.72.65.236:8509/.m3u8
公视,http://211.72.65.236:8505/.m3u8
DW,http://211.72.65.236:8510/.m3u8
CINEMAX,http://211.72.65.236:8508/.m3u8
TLC,http://211.72.65.236:8511/.m3u8
动物星球,http://211.72.65.236:8512/.m3u8
日本电视台,http://211.72.65.236:8513/.m3u8
公视,http://211.72.65.236:8515/.m3u8
纬来综合HD,http://211.72.65.236:8518/.m3u8
ANIMAX,http://211.72.65.236:8516/.m3u8
GTV八大综合台HD,http://211.72.65.236:8520/.m3u8
韩国娱乐台,http://211.72.65.236:8523/.m3u8
三立台湾台,http://211.72.65.236:8521/.m3u8
EBC东森综合HD,http://211.72.65.236:8524/.m3u8
EBC东森超视,http://211.72.65.236:8525/.m3u8
三立都会台,http://211.72.65.236:8522/.m3u8
中天娱乐HD,http://211.72.65.236:8527/.m3u8
东方卫视,http://211.72.65.236:8528/.m3u8
年代MUCH HD,http://211.72.65.236:8529/.m3u8
TVBS欢乐台HD,http://211.72.65.236:8532/.m3u8
台湾台,http://211.72.65.236:8538/.m3u8
民视HD,http://211.72.65.236:8539/.m3u8
GTV八大综合台HD,http://211.72.65.236:8542/.m3u8
三立新闻台,http://211.72.65.236:8543/.m3u8
EBC东森财经新闻HD,http://211.72.65.236:8546/.m3u8
寰宇新闻台,http://211.72.65.236:8547/.m3u8
纬来电影,http://211.72.65.236:8550/.m3u8
NHK,http://211.72.65.236:8552/.m3u8
momotvhd,http://211.72.65.236:8553/.m3u8
好莱坞电影,http://211.72.65.236:8554/.m3u8
博斯运动1,http://211.72.65.236:8557/.m3u8
CINEMAX,http://211.72.65.236:8559/.m3u8
EBC东森新闻HD,http://211.72.65.236:8568/.m3u8
CCTV4,http://211.72.65.236:8569/.m3u8
海峡卫视,http://211.72.65.236:8570/.m3u8
东方卫视,http://211.72.65.236:8572/.m3u8
浙江卫视,http://211.72.65.236:8571/.m3u8
民视HD,http://211.72.65.236:8573/.m3u8
中天新闻,http://211.72.65.236:8541/.m3u8
EBC东森新闻HD,http://211.72.65.236:8574/.m3u8
TVBS HD,http://211.72.65.236:8575/.m3u8
镜新闻,http://211.72.65.236:8578/.m3u8
凤凰资讯台,http://211.72.65.236:8576/.m3u8
HBO,http://211.72.65.236:8580/.m3u8
纬来体育HD,http://211.72.65.236:8585/.m3u8

民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
